Subject;RT;Trial;Sex;NativeLanguage;Correct;Word;Frequency;Length;Class
I;6,177944;140;F;Other;correct;spider;4,844187;6;animal
I;6,421622;146;F;Other;correct;fox;5,652489;3;animal
I;6,575076;149;F;Other;correct;monkey;5,783825;6;animal
I;6,206576;151;F;Other;correct;squirrel;4,70953;8;animal
I;6,369901;153;F;Other;correct;mole;4,60517;4;animal
I;6,259581;155;F;Other;correct;dog;7,667626;3;animal
I;6,186209;156;F;Other;correct;peanut;4,59512;6;plant
I;6,109248;157;F;Other;correct;owl;4,859812;3;animal
I;6,666957;158;F;Other;correct;wasp;4,682131;4;animal
I;6,09357;159;F;Other;correct;squid;3,970292;5;animal
I;5,981414;163;F;Other;correct;pear;4,727388;4;plant
I;6,154858;164;F;Other;correct;chicken;6,59987;7;animal
I;6,063785;165;F;Other;correct;radish;3,044522;6;plant
I;6,263398;168;F;Other;correct;cucumber;4,454347;8;plant
I;6,070738;169;F;Other;correct;apricot;3,828641;7;plant
I;5,921578;170;F;Other;correct;camel;6,109248;5;animal
I;6,398595;171;F;Other;correct;blackberry;4,060443;10;plant
I;5,996452;173;F;Other;correct;lemon;5,631212;5;plant
I;6,400257;174;F;Other;correct;tortoise;4,624973;8;animal
I;5,945421;176;F;Other;correct;kiwi;3,044522;4;plant
I;6,008813;178;F;Other;correct;horse;7,77191;5;animal
I;6,642487;182;F;Other;correct;stork;3,044522;5;animal
I;6,244167;183;F;Other;correct;walnut;4,49981;6;plant
I;6,188264;184;F;Other;correct;moose;2,70805;5;animal
J;6,714171;23;F;Other;correct;beaver;3,951244;6;animal
J;6,075346;26;F;Other;incorrect;hedgehog;3,637586;8;animal
J;6,519147;27;F;Other;correct;gull;4,418841;4;animal
J;6,34388;30;F;Other;correct;carrot;4,976734;6;plant
J;6,34388;32;F;Other;correct;clove;3,663562;5;plant
J;6,496775;36;F;Other;correct;mouse;5,805135;5;animal
J;6,848005;38;F;Other;correct;bunny;3,332205;5;animal
J;6,261492;42;F;Other;correct;pig;6,660575;3;animal
J;6,246107;43;F;Other;correct;ant;5,347108;3;animal
J;6,300786;44;F;Other;correct;eggplant;1,791759;8;plant
J;6,194405;47;F;Other;incorrect;gherkin;2,079442;7;plant
J;6,51323;49;F;Other;correct;wasp;4,682131;4;animal
J;6,148468;50;F;Other;correct;fox;5,652489;3;animal
J;6,180017;52;F;Other;correct;lemon;5,631212;5;plant
J;6,356108;56;F;Other;correct;owl;4,859812;3;animal
J;6,124683;57;F;Other;correct;dog;7,667626;3;animal
J;6,352629;61;F;Other;correct;shark;5,880533;5;animal
J;6,359574;65;F;Other;correct;apricot;3,828641;7;plant
J;6,180017;67;F;Other;correct;whale;5,298317;5;animal
J;6,324359;69;F;Other;correct;spider;4,844187;6;animal
J;6,393591;70;F;Other;correct;pear;4,727388;4;plant
J;6,113682;72;F;Other;correct;mushroom;5,537334;8;plant
J;6,317165;75;F;Other;correct;squirrel;4,70953;8;animal
J;6,285998;77;F;Other;correct;pineapple;3,988984;9;plant
J;6,177944;79;F;Other;correct;chicken;6,59987;7;animal
J;6,265301;81;F;Other;correct;goat;6,228511;4;animal
J;6,113682;83;F;Other;incorrect;crocodile;4,615121;9;animal
J;6,308098;84;F;Other;correct;horse;7,77191;5;animal
J;6,161207;89;F;Other;correct;tomato;5,545177;6;plant
J;6,287859;93;F;Other;correct;broccoli;2,833213;8;plant
J;6,586172;97;F;Other;correct;mole;4,60517;4;animal
J;6,196444;98;F;Other;correct;bat;5,918894;3;animal
J;6,098074;99;F;Other;incorrect;donkey;5,541264;6;animal
J;6,156979;100;F;Other;correct;mustard;4,442651;7;plant
J;6,327937;103;F;Other;correct;squid;3,970292;5;animal
J;6,098074;108;F;Other;correct;frog;5,129899;4;animal
J;6,098074;109;F;Other;incorrect;dolphin;4,007333;7;animal
J;6,139885;112;F;Other;incorrect;reindeer;4,043051;8;animal
J;6,040255;113;F;Other;correct;lion;6,098074;4;animal
J;6,146329;115;F;Other;correct;potato;6,461468;6;plant
J;6,289716;117;F;Other;correct;eagle;5,117994;5;animal
J;6,282267;118;F;Other;correct;blackberry;4,060443;10;plant
J;6,345636;120;F;Other;correct;camel;6,109248;5;animal
J;6,198479;121;F;Other;correct;radish;3,044522;6;plant
J;6,267201;122;F;Other;correct;beetroot;3,555348;8;plant
J;6,100319;123;F;Other;correct;apple;6,304449;5;plant
J;6,049733;124;F;Other;correct;grape;5,192957;5;plant
J;6,324359;128;F;Other;correct;cucumber;4,454347;8;plant
J;6,122493;130;F;Other;correct;cherry;4,997212;6;plant
J;6,391917;131;F;Other;correct;butterfly;5,214936;9;animal
J;6,336826;133;F;Other;correct;vulture;4,248495;7;animal
J;6,411818;134;F;Other;correct;walnut;4,49981;6;plant
J;6,566672;137;F;Other;correct;magpie;2,995732;6;animal
J;6,289716;138;F;Other;correct;strawberry;4,75359;10;plant
J;6,082219;139;F;Other;correct;banana;5,023881;6;plant
J;6,318968;141;F;Other;correct;elephant;6,063785;8;animal
J;6,703188;144;F;Other;correct;stork;3,044522;5;animal
J;6,204558;147;F;Other;correct;olive;5,587249;5;plant
J;6,086775;152;F;Other;incorrect;goose;5,267858;5;animal
J;6,280396;154;F;Other;correct;swan;4,962845;4;animal
J;6,400257;156;F;Other;correct;almond;4,204693;6;plant
J;5,976351;159;F;Other;incorrect;asparagus;3,663562;9;plant
J;6,163315;160;F;Other;incorrect;leek;3,332205;4;plant
J;6,102559;162;F;Other;correct;orange;6,378426;6;plant
J;5,910797;163;F;Other;incorrect;woodpecker;2,890372;10;animal
J;6,335054;166;F;Other;correct;tortoise;4,624973;8;animal
J;6,263398;168;F;Other;correct;lettuce;4,812184;7;plant
J;6,12905;169;F;Other;correct;cat;7,086738;3;animal
J;6,113682;170;F;Other;correct;sheep;6,577861;5;animal
J;6,317165;172;F;Other;correct;avocado;3,433987;7;plant
J;6,133398;173;F;Other;correct;kiwi;3,044522;4;plant
J;6,2106;175;F;Other;correct;melon;4,127134;5;plant
J;6,163315;176;F;Other;correct;snake;6,120297;5;animal
J;6,12905;177;F;Other;correct;moose;2,70805;5;animal
J;6,2106;178;F;Other;correct;monkey;5,783825;6;animal
J;6,077642;179;F;Other;incorrect;blueberry;2,484907;9;plant
J;6,317165;180;F;Other;incorrect;paprika;2,484907;7;plant
J;6,232448;181;F;Other;correct;peanut;4,59512;6;plant
J;6,084499;182;F;Other;correct;bee;5,700444;3;animal
K;6,011267;23;F;English;correct;owl;4,859812;3;animal
K;6,075346;24;F;English;correct;chicken;6,59987;7;animal
K;6,131226;30;F;English;correct;vulture;4,248495;7;animal
K;6,109248;32;F;English;correct;orange;6,378426;6;plant
K;6,311735;33;F;English;correct;blackberry;4,060443;10;plant
K;5,998937;34;F;English;correct;lion;6,098074;4;animal
K;6,144186;35;F;English;correct;sheep;6,577861;5;animal
K;6,100319;36;F;English;correct;wasp;4,682131;4;animal
K;6,104793;41;F;English;correct;avocado;3,433987;7;plant
K;6,070738;45;F;English;correct;radish;3,044522;6;plant
K;6,216606;48;F;English;correct;stork;3,044522;5;animal
K;6,001415;50;F;English;correct;dolphin;4,007333;7;animal
K;6,075346;51;F;English;incorrect;fox;5,652489;3;animal
K;6,204558;53;F;English;correct;grape;5,192957;5;plant
K;6,070738;54;F;English;correct;spider;4,844187;6;animal
K;6,230481;58;F;English;correct;lettuce;4,812184;7;plant
K;6,352629;63;F;English;correct;cucumber;4,454347;8;plant
K;6,297109;64;F;English;correct;bat;5,918894;3;animal
K;6,434547;74;F;English;correct;goose;5,267858;5;animal
K;6,318968;76;F;English;correct;leek;3,332205;4;plant
K;6,142037;78;F;English;correct;clove;3,663562;5;plant
K;6,12905;79;F;English;correct;elephant;6,063785;8;animal
K;6,309918;80;F;English;correct;woodpecker;2,890372;10;animal
K;5,950643;82;F;English;correct;pear;4,727388;4;plant
K;5,852202;83;F;English;incorrect;lemon;5,631212;5;plant
K;6,133398;84;F;English;correct;squirrel;4,70953;8;animal
K;6,192362;86;F;English;correct;gherkin;2,079442;7;plant
K;6,052089;87;F;English;correct;olive;5,587249;5;plant
K;6,152733;92;F;English;correct;monkey;5,783825;6;animal
K;6,111467;95;F;English;correct;cat;7,086738;3;animal
K;6,156979;98;F;English;correct;goat;6,228511;4;animal
K;5,894403;99;F;English;incorrect;potato;6,461468;6;plant
K;6,152733;100;F;English;correct;camel;6,109248;5;animal
K;6,120297;101;F;English;correct;apricot;3,828641;7;plant
K;6,169611;106;F;English;correct;swan;4,962845;4;animal
K;6,037871;108;F;English;correct;bunny;3,332205;5;animal
K;6,326149;111;F;English;correct;peanut;4,59512;6;plant
K;6,20859;112;F;English;correct;pineapple;3,988984;9;plant
K;6,224558;113;F;English;incorrect;magpie;2,995732;6;animal
K;6,426488;114;F;English;incorrect;walnut;4,49981;6;plant
K;6,352629;117;F;English;correct;paprika;2,484907;7;plant
K;6,182085;119;F;English;correct;crocodile;4,615121;9;animal
K;6,188264;120;F;English;correct;apple;6,304449;5;plant
K;6,71174;121;F;English;correct;carrot;4,976734;6;plant
K;6,196444;123;F;English;correct;moose;2,70805;5;animal
K;6,194405;124;F;English;incorrect;mouse;5,805135;5;animal
K;6,284134;127;F;English;correct;reindeer;4,043051;8;animal
K;6,137727;128;F;English;correct;eagle;5,117994;5;animal
K;6,188264;129;F;English;correct;mushroom;5,537334;8;plant
K;6,580639;130;F;English;correct;beaver;3,951244;6;animal
K;6,300786;131;F;English;correct;asparagus;3,663562;9;plant
K;6,077642;134;F;English;correct;donkey;5,541264;6;animal
K;6,329721;136;F;English;correct;frog;5,129899;4;animal
K;6,079933;137;F;English;correct;horse;7,77191;5;animal
K;6,165418;140;F;English;correct;shark;5,880533;5;animal
K;6,45677;142;F;English;correct;strawberry;4,75359;10;plant
K;6,190315;144;F;English;correct;cherry;4,997212;6;plant
K;6,35437;147;F;English;correct;bee;5,700444;3;animal
K;6,357842;150;F;English;correct;squid;3,970292;5;animal
K;6,529419;151;F;English;correct;beetroot;3,555348;8;plant
K;6,324359;152;F;English;correct;melon;4,127134;5;plant
K;6,313548;153;F;English;correct;almond;4,204693;6;plant
K;6,240276;154;F;English;correct;kiwi;3,044522;4;plant
K;5,988961;155;F;English;correct;tomato;5,545177;6;plant
K;6,033086;156;F;English;correct;pig;6,660575;3;animal
K;5,953243;157;F;English;correct;mole;4,60517;4;animal
K;6,037871;158;F;English;correct;whale;5,298317;5;animal
K;6,152733;159;F;English;correct;broccoli;2,833213;8;plant
K;6,095825;160;F;English;correct;snake;6,120297;5;animal
K;6,077642;162;F;English;correct;banana;5,023881;6;plant
K;6,077642;164;F;English;correct;eggplant;1,791759;8;plant
K;6,016157;165;F;English;correct;butterfly;5,214936;9;animal
K;6,177944;167;F;English;correct;blueberry;2,484907;9;plant
K;6,493754;168;F;English;correct;hedgehog;3,637586;8;animal
K;6,289716;173;F;English;correct;gull;4,418841;4;animal
K;6,486161;178;F;English;correct;dog;7,667626;3;animal
K;6,122493;182;F;English;correct;mustard;4,442651;7;plant
K;6,09131;183;F;English;correct;ant;5,347108;3;animal
K;6,398595;185;F;English;correct;tortoise;4,624973;8;animal
M1;6,061457;25;F;English;correct;pear;4,727388;4;plant
M1;6,107023;27;F;English;correct;beaver;3,951244;6;animal
M1;6,322565;31;F;English;correct;almond;4,204693;6;plant
M1;6,357842;32;F;English;correct;squid;3,970292;5;animal
M1;6,120297;33;F;English;correct;eagle;5,117994;5;animal
M1;6,100319;34;F;English;correct;camel;6,109248;5;animal
M1;6,063785;35;F;English;correct;magpie;2,995732;6;animal
M1;6,267201;37;F;English;correct;reindeer;4,043051;8;animal
M1;6,137727;39;F;English;correct;tomato;5,545177;6;plant
M1;6,200509;40;F;English;correct;shark;5,880533;5;animal
M1;6,214608;42;F;English;correct;olive;5,587249;5;plant
M1;6,391917;45;F;English;correct;gull;4,418841;4;animal
M1;6,095825;47;F;English;correct;monkey;5,783825;6;animal
M1;6,163315;48;F;English;correct;mouse;5,805135;5;animal
M1;6,287859;55;F;English;correct;hedgehog;3,637586;8;animal
M1;6,150603;59;F;English;correct;horse;7,77191;5;animal
M1;6,126869;60;F;English;correct;snake;6,120297;5;animal
M1;6,102559;62;F;English;correct;lion;6,098074;4;animal
M1;6,148468;63;F;English;correct;cherry;4,997212;6;plant
M1;6,066108;65;F;English;correct;swan;4,962845;4;animal
M1;6,150603;66;F;English;correct;goose;5,267858;5;animal
M1;6,040255;68;F;English;correct;mole;4,60517;4;animal
M1;6,075346;70;F;English;correct;frog;5,129899;4;animal
M1;6,113682;71;F;English;correct;apple;6,304449;5;plant
M1;6,144186;72;F;English;incorrect;crocodile;4,615121;9;animal
M1;6,291569;73;F;English;correct;elephant;6,063785;8;animal
M1;6,196444;75;F;English;correct;bat;5,918894;3;animal
M1;6,356108;79;F;English;correct;chicken;6,59987;7;animal
M1;6,156979;83;F;English;correct;mushroom;5,537334;8;plant
M1;6,011267;85;F;English;incorrect;gherkin;2,079442;7;plant
M1;6,390241;86;F;English;correct;tortoise;4,624973;8;animal
M1;6,173786;88;F;English;correct;lettuce;4,812184;7;plant
M1;6,137727;90;F;English;correct;donkey;5,541264;6;animal
M1;6,035481;93;F;English;correct;kiwi;3,044522;4;plant
M1;6,066108;96;F;English;correct;carrot;4,976734;6;plant
M1;6,347389;101;F;English;correct;stork;3,044522;5;animal
M1;6,126869;107;F;English;correct;potato;6,461468;6;plant
M1;6,244167;109;F;English;correct;spider;4,844187;6;animal
M1;6,148468;110;F;English;correct;orange;6,378426;6;plant
M1;6,263398;112;F;English;correct;leek;3,332205;4;plant
M1;6,122493;115;F;English;correct;pineapple;3,988984;9;plant
M1;6,037871;116;F;English;correct;apricot;3,828641;7;plant
M1;6,182085;119;F;English;correct;mustard;4,442651;7;plant
M1;6,309918;120;F;English;correct;walnut;4,49981;6;plant
M1;6,244167;121;F;English;correct;blueberry;2,484907;9;plant
M1;6,118097;125;F;English;correct;cucumber;4,454347;8;plant
M1;6,175867;126;F;English;correct;blackberry;4,060443;10;plant
M1;6,184149;127;F;English;correct;asparagus;3,663562;9;plant
M1;6,135565;129;F;English;correct;broccoli;2,833213;8;plant
M1;6,066108;130;F;English;correct;cat;7,086738;3;animal
M1;6,054439;133;F;English;correct;radish;3,044522;6;plant
M1;7,05445;135;F;English;correct;banana;5,023881;6;plant
M1;6,244167;136;F;English;correct;butterfly;5,214936;9;animal
M1;6,077642;137;F;English;correct;beetroot;3,555348;8;plant
M1;6,113682;138;F;English;correct;squirrel;4,70953;8;animal
M1;6,139885;140;F;English;correct;goat;6,228511;4;animal
M1;6,139885;143;F;English;correct;lemon;5,631212;5;plant
M1;6,280396;144;F;English;correct;woodpecker;2,890372;10;animal
M1;6,089045;145;F;English;correct;owl;4,859812;3;animal
M1;6,077642;146;F;English;correct;sheep;6,577861;5;animal
M1;6,033086;147;F;English;correct;fox;5,652489;3;animal
M1;5,940171;148;F;English;correct;peanut;4,59512;6;plant
M1;6,326149;149;F;English;correct;vulture;4,248495;7;animal
M1;6,056784;151;F;English;correct;bunny;3,332205;5;animal
M1;6,309918;156;F;English;correct;clove;3,663562;5;plant
M1;6,084499;158;F;English;incorrect;eggplant;1,791759;8;plant
M1;6,173786;165;F;English;correct;pig;6,660575;3;animal
M1;6,156979;168;F;English;correct;moose;2,70805;5;animal
M1;6,175867;169;F;English;correct;whale;5,298317;5;animal
M1;6,070738;170;F;English;correct;bee;5,700444;3;animal
M1;6,056784;171;F;English;correct;ant;5,347108;3;animal
M1;6,293419;173;F;English;correct;paprika;2,484907;7;plant
M1;6,122493;174;F;English;correct;avocado;3,433987;7;plant
M1;5,998937;175;F;English;correct;dog;7,667626;3;animal
M1;6,131226;178;F;English;correct;grape;5,192957;5;plant
M1;6,154858;179;F;English;correct;strawberry;4,75359;10;plant
M1;6,161207;180;F;English;correct;dolphin;4,007333;7;animal
M1;6,302619;183;F;English;correct;melon;4,127134;5;plant
M1;6,329721;184;F;English;correct;wasp;4,682131;4;animal
M2;6,848005;23;F;Other;incorrect;paprika;2,484907;7;plant
M2;6,575076;25;F;Other;correct;mustard;4,442651;7;plant
M2;6,505784;26;F;Other;correct;potato;6,461468;6;plant
M2;6,444131;29;F;Other;correct;grape;5,192957;5;plant
M2;6,444131;30;F;Other;correct;donkey;5,541264;6;animal
M2;6,364751;31;F;Other;correct;kiwi;3,044522;4;plant
M2;6,828712;38;F;Other;correct;crocodile;4,615121;9;animal
M2;6,727432;39;F;Other;correct;eggplant;1,791759;8;plant
M2;6,413459;44;F;Other;correct;clove;3,663562;5;plant
M2;6,598509;45;F;Other;correct;bat;5,918894;3;animal
M2;6,388561;47;F;Other;correct;chicken;6,59987;7;animal
M2;6,475433;48;F;Other;correct;cucumber;4,454347;8;plant
M2;6,429719;49;F;Other;correct;owl;4,859812;3;animal
M2;6,280396;50;F;Other;correct;lettuce;4,812184;7;plant
M2;6,361302;51;F;Other;correct;sheep;6,577861;5;animal
M2;6,782192;54;F;Other;correct;radish;3,044522;6;plant
M2;7,019297;55;F;Other;correct;wasp;4,682131;4;animal
M2;6,698268;57;F;Other;correct;avocado;3,433987;7;plant
M2;6,284134;58;F;Other;correct;frog;5,129899;4;animal
M2;6,603944;59;F;Other;correct;moose;2,70805;5;animal
M2;6,43935;62;F;Other;correct;tomato;5,545177;6;plant
M2;7,002156;64;F;Other;correct;reindeer;4,043051;8;animal
M2;6,768493;66;F;Other;correct;elephant;6,063785;8;animal
M2;6,453625;70;F;Other;correct;fox;5,652489;3;animal
M2;6,476972;71;F;Other;correct;spider;4,844187;6;animal
M2;6,282267;73;F;Other;correct;mouse;5,805135;5;animal
M2;6,53814;75;F;Other;correct;broccoli;2,833213;8;plant
M2;6,242223;76;F;Other;correct;pig;6,660575;3;animal
M2;6,280396;77;F;Other;correct;carrot;4,976734;6;plant
M2;6,511745;78;F;Other;correct;blueberry;2,484907;9;plant
M2;6,309918;80;F;Other;correct;olive;5,587249;5;plant
M2;6,674561;84;F;Other;correct;walnut;4,49981;6;plant
M2;6,380123;88;F;Other;correct;dog;7,667626;3;animal
M2;6,313548;89;F;Other;correct;pear;4,727388;4;plant
M2;6,257668;90;F;Other;correct;eagle;5,117994;5;animal
M2;6,71174;94;F;Other;incorrect;tortoise;4,624973;8;animal
M2;6,336826;95;F;Other;correct;bee;5,700444;3;animal
M2;6,542472;103;F;Other;correct;lemon;5,631212;5;plant
M2;7,443664;105;F;Other;correct;leek;3,332205;4;plant
M2;7,40367;106;F;Other;correct;hedgehog;3,637586;8;animal
M2;6,680855;107;F;Other;correct;asparagus;3,663562;9;plant
M2;7,314553;111;F;Other;correct;squirrel;4,70953;8;animal
M2;6,648985;113;F;Other;correct;whale;5,298317;5;animal
M2;6,864848;114;F;Other;correct;almond;4,204693;6;plant
M2;6,769642;115;F;Other;correct;beetroot;3,555348;8;plant
M2;6,272877;117;F;Other;correct;ant;5,347108;3;animal
M2;6,472346;119;F;Other;correct;swan;4,962845;4;animal
M2;6,23637;120;F;Other;correct;orange;6,378426;6;plant
M2;6,298949;122;F;Other;correct;snake;6,120297;5;animal
M2;6,444131;123;F;Other;correct;shark;5,880533;5;animal
M2;6,297109;126;F;Other;correct;camel;6,109248;5;animal
M2;6,2186;127;F;Other;correct;cherry;4,997212;6;plant
M2;6,257668;128;F;Other;correct;monkey;5,783825;6;animal
M2;6,09357;129;F;Other;correct;goose;5,267858;5;animal
M2;6,340359;130;F;Other;correct;melon;4,127134;5;plant
M2;6,553933;131;F;Other;correct;stork;3,044522;5;animal
M2;6,862758;132;F;Other;incorrect;gull;4,418841;4;animal
M2;6,553933;136;F;Other;incorrect;gherkin;2,079442;7;plant
M2;6,421622;140;F;Other;correct;horse;7,77191;5;animal
M2;6,200509;154;F;Other;correct;banana;5,023881;6;plant
M2;6,380123;155;F;Other;correct;butterfly;5,214936;9;animal
M2;6,679599;157;F;Other;correct;bunny;3,332205;5;animal
M2;6,390241;158;F;Other;correct;apple;6,304449;5;plant
M2;6,44572;159;F;Other;correct;strawberry;4,75359;10;plant
M2;6,415097;160;F;Other;correct;blackberry;4,060443;10;plant
M2;6,322565;161;F;Other;correct;mushroom;5,537334;8;plant
M2;6,520621;162;F;Other;correct;goat;6,228511;4;animal
M2;6,39693;164;F;Other;correct;squid;3,970292;5;animal
M2;6,388561;166;F;Other;correct;beaver;3,951244;6;animal
M2;6,278521;168;F;Other;correct;cat;7,086738;3;animal
M2;6,293419;170;F;Other;correct;mole;4,60517;4;animal
M2;6,562444;172;F;Other;correct;apricot;3,828641;7;plant
M2;6,565265;173;F;Other;correct;dolphin;4,007333;7;animal
M2;7,113142;174;F;Other;correct;magpie;2,995732;6;animal
M2;7,07327;179;F;Other;correct;vulture;4,248495;7;animal
M2;6,431331;181;F;Other;correct;peanut;4,59512;6;plant
M2;6,842683;182;F;Other;correct;woodpecker;2,890372;10;animal
M2;6,285998;183;F;Other;correct;pineapple;3,988984;9;plant
M2;6,452049;185;F;Other;correct;lion;6,098074;4;animal
P;7,005789;23;F;Other;incorrect;moose;2,70805;5;animal
P;6,403574;25;F;Other;correct;pineapple;3,988984;9;plant
P;6,466145;28;F;Other;correct;fox;5,652489;3;animal
P;6,44254;29;F;Other;correct;gull;4,418841;4;animal
P;6,398595;31;F;Other;correct;whale;5,298317;5;animal
P;6,204558;32;F;Other;correct;snake;6,120297;5;animal
P;6,33328;33;F;Other;correct;crocodile;4,615121;9;animal
P;6,658011;40;F;Other;correct;squirrel;4,70953;8;animal
P;6,380123;43;F;Other;correct;mustard;4,442651;7;plant
P;6,335054;47;F;Other;correct;eagle;5,117994;5;animal
P;6,302619;48;F;Other;correct;elephant;6,063785;8;animal
P;6,152733;49;F;Other;correct;apple;6,304449;5;plant
P;6,259581;50;F;Other;correct;cat;7,086738;3;animal
P;6,249975;51;F;Other;correct;almond;4,204693;6;plant
P;6,278521;54;F;Other;correct;lion;6,098074;4;animal
P;6,532334;58;F;Other;correct;cherry;4,997212;6;plant
P;6,224558;59;F;Other;correct;goat;6,228511;4;animal
P;6,795706;60;F;Other;correct;hedgehog;3,637586;8;animal
P;6,2186;61;F;Other;correct;sheep;6,577861;5;animal
P;6,466145;65;F;Other;correct;beetroot;3,555348;8;plant
P;6,327937;66;F;Other;correct;kiwi;3,044522;4;plant
P;6,758095;68;F;Other;correct;vulture;4,248495;7;animal
P;6,388561;71;F;Other;correct;pig;6,660575;3;animal
P;6,467699;73;F;Other;correct;clove;3,663562;5;plant
P;6,411818;74;F;Other;correct;avocado;3,433987;7;plant
P;6,347389;75;F;Other;correct;blackberry;4,060443;10;plant
P;6,369901;79;F;Other;correct;horse;7,77191;5;animal
P;6,624065;82;F;Other;correct;pear;4,727388;4;plant
P;6,43615;83;F;Other;correct;owl;4,859812;3;animal
P;6,202536;84;F;Other;correct;mole;4,60517;4;animal
P;6,304449;85;F;Other;correct;goose;5,267858;5;animal
P;6,423247;87;F;Other;correct;donkey;5,541264;6;animal
P;6,761573;88;F;Other;correct;bunny;3,332205;5;animal
P;6,867974;89;F;Other;correct;gherkin;2,079442;7;plant
P;6,49224;90;F;Other;correct;spider;4,844187;6;animal
P;6,55108;93;F;Other;correct;tortoise;4,624973;8;animal
P;6,444131;97;F;Other;correct;shark;5,880533;5;animal
P;6,282267;98;F;Other;correct;melon;4,127134;5;plant
P;6,447306;99;F;Other;correct;broccoli;2,833213;8;plant
P;6,352629;101;F;Other;correct;carrot;4,976734;6;plant
P;6,642487;102;F;Other;correct;leek;3,332205;4;plant
P;7,085901;105;F;Other;correct;magpie;2,995732;6;animal
P;6,437752;108;F;Other;correct;mushroom;5,537334;8;plant
P;6,259581;109;F;Other;correct;orange;6,378426;6;plant
P;6,326149;110;F;Other;correct;swan;4,962845;4;animal
P;6,270988;111;F;Other;correct;apricot;3,828641;7;plant
P;6,326149;112;F;Other;correct;paprika;2,484907;7;plant
P;6,774224;114;F;Other;correct;reindeer;4,043051;8;animal
P;6,278521;115;F;Other;correct;ant;5,347108;3;animal
P;6,276643;117;F;Other;correct;strawberry;4,75359;10;plant
P;6,317165;121;F;Other;correct;dog;7,667626;3;animal
P;6,285998;123;F;Other;correct;frog;5,129899;4;animal
P;6,51323;128;F;Other;correct;olive;5,587249;5;plant
P;6,359574;129;F;Other;correct;wasp;4,682131;4;animal
P;6,498282;131;F;Other;correct;butterfly;5,214936;9;animal
P;6,297109;132;F;Other;correct;lettuce;4,812184;7;plant
P;6,171701;134;F;Other;correct;potato;6,461468;6;plant
P;6,177944;135;F;Other;correct;peanut;4,59512;6;plant
P;6,295266;137;F;Other;correct;banana;5,023881;6;plant
P;6,428105;138;F;Other;correct;bee;5,700444;3;animal
P;6,562444;141;F;Other;correct;blueberry;2,484907;9;plant
P;6,327937;142;F;Other;correct;tomato;5,545177;6;plant
P;6,824374;146;F;Other;correct;walnut;4,49981;6;plant
P;6,364751;147;F;Other;correct;lemon;5,631212;5;plant
P;6,937314;149;F;Other;correct;stork;3,044522;5;animal
P;6,507278;153;F;Other;correct;mouse;5,805135;5;animal
P;6,608001;156;F;Other;correct;asparagus;3,663562;9;plant
P;6,483107;160;F;Other;correct;beaver;3,951244;6;animal
P;6,338594;161;F;Other;correct;chicken;6,59987;7;animal
P;6,318968;162;F;Other;correct;bat;5,918894;3;animal
P;6,364751;164;F;Other;correct;eggplant;1,791759;8;plant
P;6,461468;165;F;Other;correct;squid;3,970292;5;animal
P;6,317165;167;F;Other;correct;monkey;5,783825;6;animal
P;6,452049;168;F;Other;correct;dolphin;4,007333;7;animal
P;6,532334;170;F;Other;correct;woodpecker;2,890372;10;animal
P;6,508769;171;F;Other;correct;cucumber;4,454347;8;plant
P;6,240276;173;F;Other;correct;radish;3,044522;6;plant
P;6,154858;175;F;Other;correct;grape;5,192957;5;plant
P;6,20859;178;F;Other;correct;camel;6,109248;5;animal
R1;6,194405;25;F;English;correct;bee;5,700444;3;animal
R1;6,180017;30;F;English;correct;ant;5,347108;3;animal
R1;6,40688;31;F;English;correct;paprika;2,484907;7;plant
R1;6,276643;32;F;English;correct;monkey;5,783825;6;animal
R1;6,163315;33;F;English;correct;goose;5,267858;5;animal
R1;6,336826;40;F;English;correct;avocado;3,433987;7;plant
R1;6,257668;43;F;English;correct;camel;6,109248;5;animal
R1;6,198479;44;F;English;correct;bunny;3,332205;5;animal
R1;6,133398;45;F;English;correct;spider;4,844187;6;animal
R1;6,180017;46;F;English;correct;fox;5,652489;3;animal
R1;6,161207;47;F;English;correct;blackberry;4,060443;10;plant
R1;5,981414;48;F;English;correct;almond;4,204693;6;plant
R1;6,177944;49;F;English;correct;crocodile;4,615121;9;animal
R1;6,234411;51;F;English;correct;owl;4,859812;3;animal
R1;6,390241;55;F;English;correct;swan;4,962845;4;animal
R1;6,274762;56;F;English;correct;carrot;4,976734;6;plant
R1;6,198479;58;F;English;incorrect;goat;6,228511;4;animal
R1;6,202536;63;F;English;correct;mustard;4,442651;7;plant
R1;6,234411;68;F;English;correct;banana;5,023881;6;plant
R1;6,276643;70;F;English;correct;apricot;3,828641;7;plant
R1;6,115892;71;F;English;incorrect;hedgehog;3,637586;8;animal
R1;6,313548;72;F;English;correct;clove;3,663562;5;plant
R1;6,282267;76;F;English;correct;asparagus;3,663562;9;plant
R1;6,650279;77;F;English;correct;beaver;3,951244;6;animal
R1;6,33328;80;F;English;correct;reindeer;4,043051;8;animal
R1;6,391917;84;F;English;correct;lion;6,098074;4;animal
R1;6,144186;85;F;English;correct;chicken;6,59987;7;animal
R1;6,244167;88;F;English;correct;gherkin;2,079442;7;plant
R1;6,212606;89;F;English;correct;pineapple;3,988984;9;plant
R1;6,514713;93;F;English;correct;magpie;2,995732;6;animal
R1;6,50279;97;F;English;incorrect;gull;4,418841;4;animal
